base,other,smoothing_days,year,base_sharpe,other_sharpe
full_paper__pca5,full_paper_costs__pca5,1,2015,0.3106345139583851,1.5511353635837741
full_paper__pca5,full_paper_costs__pca5,1,2016,0.44580382786106765,0.4229816333474209
full_paper__pca5,full_paper_costs__pca5,5,2003,3.656914869265709,3.1769099308007074
full_paper__pca5,full_paper_costs__pca5,5,2004,3.104476689430238,2.190628398353053
full_paper__pca5,full_paper_costs__pca5,5,2005,2.8243050252203306,1.7846315710635703
full_paper__pca5,full_paper_costs__pca5,5,2006,2.2628201364077274,-0.16910435839532564
full_paper__pca5,full_paper_costs__pca5,5,2007,1.8068168065103551,-1.3290367810952117
full_paper__pca5,full_paper_costs__pca5,5,2008,4.923016192019663,0.13837760450115513
full_paper__pca5,full_paper_costs__pca5,5,2009,0.592679190595763,-0.4059436402429907
full_paper__pca5,full_paper_costs__pca5,5,2010,1.2307347284837438,2.0326719269480074
full_paper__pca5,full_paper_costs__pca5,5,2011,2.300175405343585,-0.974988749707836
full_paper__pca5,full_paper_costs__pca5,5,2012,2.169652369491075,-1.7315091081952396
full_paper__pca5,full_paper_costs__pca5,5,2013,0.44704749833354634,-0.17843881331702482
full_paper__pca5,full_paper_costs__pca5,5,2014,0.9535193896887207,0.8735031887841442
full_paper__pca5,full_paper_costs__pca5,5,2015,0.010726986136945164,1.6008090350520825
full_paper__pca5,full_paper_costs__pca5,5,2016,0.8846863739450441,0.054116051126328044
full_paper__pca5,full_paper_costs__pca5,20,2003,2.530869547511646,2.3554619587422234
full_paper__pca5,full_paper_costs__pca5,20,2004,2.5263162967654327,1.675373053665584
full_paper__pca5,full_paper_costs__pca5,20,2005,1.5435428431386984,1.3646720389393496
full_paper__pca5,full_paper_costs__pca5,20,2006,0.7717162754197338,-0.6115077119503308
full_paper__pca5,full_paper_costs__pca5,20,2007,-0.11826188035500686,-1.4302486567571513
full_paper__pca5,full_paper_costs__pca5,20,2008,3.1798105917106145,-0.4720430670622271
full_paper__pca5,full_paper_costs__pca5,20,2009,-0.6831038286885143,0.4372484798526412
full_paper__pca5,full_paper_costs__pca5,20,2010,-0.162793009834802,1.0556962991412224
full_paper__pca5,full_paper_costs__pca5,20,2011,1.4227592867644911,-0.22600450329963975
full_paper__pca5,full_paper_costs__pca5,20,2012,1.6627883102251562,-1.951274307589578
full_paper__pca5,full_paper_costs__pca5,20,2013,1.048821998792139,0.44685608567872415
full_paper__pca5,full_paper_costs__pca5,20,2014,0.9432713634324381,0.688148950065197
full_paper__pca5,full_paper_costs__pca5,20,2015,-0.5787737304038274,0.6782448817337223
full_paper__pca5,full_paper_costs__pca5,20,2016,1.7628420170856522,-1.0481897160814748
full_paper__ff5,full_recipe__ff5_cw0.25,1,2003,2.6321684070162266,2.536529954417008
full_paper__ff5,full_recipe__ff5_cw0.25,1,2004,3.2363256377559235,3.542151826525614
full_paper__ff5,full_recipe__ff5_cw0.25,1,2005,2.0503669481134925,1.7550199520410057
full_paper__ff5,full_recipe__ff5_cw0.25,1,2006,2.391929060373943,2.4874233479952883
full_paper__ff5,full_recipe__ff5_cw0.25,1,2007,0.9654151911026723,1.5468913396873665
full_paper__ff5,full_recipe__ff5_cw0.25,1,2008,3.203912676745512,2.8105871282506545
full_paper__ff5,full_recipe__ff5_cw0.25,1,2009,1.527823221948266,1.2190169735820093
full_paper__ff5,full_recipe__ff5_cw0.25,1,2010,2.5060346695815103,2.389643123895228
full_paper__ff5,full_recipe__ff5_cw0.25,1,2011,1.1584729894031465,0.7226542370548119
full_paper__ff5,full_recipe__ff5_cw0.25,1,2012,2.396461357044033,2.2801522313862717
full_paper__ff5,full_recipe__ff5_cw0.25,1,2013,2.428895297918807,1.9876805451923967
full_paper__ff5,full_recipe__ff5_cw0.25,1,2014,2.9847224680778086,1.7944834627915462
full_paper__ff5,full_recipe__ff5_cw0.25,1,2015,1.4174924380875376,1.7112795445674749
full_paper__ff5,full_recipe__ff5_cw0.25,1,2016,1.8051999582163611,0.4255652815785215
full_paper__ff5,full_recipe__ff5_cw0.25,5,2003,1.1944831202630395,1.0117898476815301
full_paper__ff5,full_recipe__ff5_cw0.25,5,2004,3.5361423558468212,3.683071916653361
full_paper__ff5,full_recipe__ff5_cw0.25,5,2005,3.795755572817007,3.430312302046035
full_paper__ff5,full_recipe__ff5_cw0.25,5,2006,1.1732191052467416,1.5748257000683492
full_paper__ff5,full_recipe__ff5_cw0.25,5,2007,0.9724829153631861,0.7999435884131713
full_paper__ff5,full_recipe__ff5_cw0.25,5,2008,2.148375742931487,2.1141281949629627
full_paper__ff5,full_recipe__ff5_cw0.25,5,2009,0.950167103467445,0.2625416049689746
full_paper__ff5,full_recipe__ff5_cw0.25,5,2010,1.2688058350509452,0.9934905320162345
full_paper__ff5,full_recipe__ff5_cw0.25,5,2011,-0.01130312637526459,0.02328744848656174
full_paper__ff5,full_recipe__ff5_cw0.25,5,2012,1.0465089888188805,0.7135144428613525
full_paper__ff5,full_recipe__ff5_cw0.25,5,2013,1.8360041116564243,1.7832007077168277
full_paper__ff5,full_recipe__ff5_cw0.25,5,2014,1.4036441993327364,0.18035852589077653
full_paper__ff5,full_recipe__ff5_cw0.25,5,2015,1.0384101715959293,1.50883890003311
full_paper__ff5,full_recipe__ff5_cw0.25,5,2016,1.1449884875953107,0.5036848673286881
full_paper__ff5,full_recipe__ff5_cw0.25,20,2003,1.195171969866279,1.2345424171619295
full_paper__ff5,full_recipe__ff5_cw0.25,20,2004,1.9554636097547011,1.4143610888737215
full_paper__ff5,full_recipe__ff5_cw0.25,20,2005,1.2779658678361752,0.7688422182472849
full_paper__ff5,full_recipe__ff5_cw0.25,20,2006,-0.18106248480131087,-0.005253960898979664
full_paper__ff5,full_recipe__ff5_cw0.25,20,2007,-0.9392150384784627,-1.129932448818805
full_paper__ff5,full_recipe__ff5_cw0.25,20,2008,0.21260050266412556,0.570266919089691
full_paper__ff5,full_recipe__ff5_cw0.25,20,2009,1.9972038437207125,0.9378504754436973
full_paper__ff5,full_recipe__ff5_cw0.25,20,2010,-1.2736987036088137,-0.8180776658259644
full_paper__ff5,full_recipe__ff5_cw0.25,20,2011,-0.3063661917245064,-1.4563339029594238
full_paper__ff5,full_recipe__ff5_cw0.25,20,2012,0.9871426218515432,0.8502039078687623
full_paper__ff5,full_recipe__ff5_cw0.25,20,2013,0.8681955050727355,1.1349642222813652
full_paper__ff5,full_recipe__ff5_cw0.25,20,2014,-0.31280873824882366,-1.150909310122659
full_paper__ff5,full_recipe__ff5_cw0.25,20,2015,0.2661978832010674,1.4171085448656267
full_paper__ff5,full_recipe__ff5_cw0.25,20,2016,0.367939227985696,-0.08081930664338757
full_paper__ff5,full_recipe__ff5_cw0.5,1,2003,2.6321684070162266,2.2465154920047086
full_paper__ff5,full_recipe__ff5_cw0.5,1,2004,3.2363256377559235,3.8248092288917994
full_paper__ff5,full_recipe__ff5_cw0.5,1,2005,2.0503669481134925,1.9781807578015391
full_paper__ff5,full_recipe__ff5_cw0.5,1,2006,2.391929060373943,2.1986865451861624
full_paper__ff5,full_recipe__ff5_cw0.5,1,2007,0.9654151911026723,1.0488303968778778
full_paper__ff5,full_recipe__ff5_cw0.5,1,2008,3.203912676745512,3.0990595093145847
full_paper__ff5,full_recipe__ff5_cw0.5,1,2009,1.527823221948266,-0.508887358079634
full_paper__ff5,full_recipe__ff5_cw0.5,1,2010,2.5060346695815103,2.6761431015172765
full_paper__ff5,full_recipe__ff5_cw0.5,1,2011,1.1584729894031465,0.5721905026034189
full_paper__ff5,full_recipe__ff5_cw0.5,1,2012,2.396461357044033,0.8065318697350427
full_paper__ff5,full_recipe__ff5_cw0.5,1,2013,2.428895297918807,0.41700092292292384
full_paper__ff5,full_recipe__ff5_cw0.5,1,2014,2.9847224680778086,1.5847940002046188
full_paper__ff5,full_recipe__ff5_cw0.5,1,2015,1.4174924380875376,1.14716657810518
full_paper__ff5,full_recipe__ff5_cw0.5,1,2016,1.8051999582163611,-0.3015151777413107
full_paper__ff5,full_recipe__ff5_cw0.5,5,2003,1.1944831202630395,0.5897332459066406
full_paper__ff5,full_recipe__ff5_cw0.5,5,2004,3.5361423558468212,3.651821459316892
full_paper__ff5,full_recipe__ff5_cw0.5,5,2005,3.795755572817007,3.25602087681955
full_paper__ff5,full_recipe__ff5_cw0.5,5,2006,1.1732191052467416,1.5351061537729354
full_paper__ff5,full_recipe__ff5_cw0.5,5,2007,0.9724829153631861,-0.13186831216316566
full_paper__ff5,full_recipe__ff5_cw0.5,5,2008,2.148375742931487,2.665448834682745
full_paper__ff5,full_recipe__ff5_cw0.5,5,2009,0.950167103467445,-0.8561732124586222
full_paper__ff5,full_recipe__ff5_cw0.5,5,2010,1.2688058350509452,2.298213176016165
full_paper__ff5,full_recipe__ff5_cw0.5,5,2011,-0.01130312637526459,0.3102741030511531
full_paper__ff5,full_recipe__ff5_cw0.5,5,2012,1.0465089888188805,-0.3731924458376648
full_paper__ff5,full_recipe__ff5_cw0.5,5,2013,1.8360041116564243,0.9620891727183677
full_paper__ff5,full_recipe__ff5_cw0.5,5,2014,1.4036441993327364,0.5690042941827265
full_paper__ff5,full_recipe__ff5_cw0.5,5,2015,1.0384101715959293,1.6162485607222097
full_paper__ff5,full_recipe__ff5_cw0.5,5,2016,1.1449884875953107,-0.34370556109903927
full_paper__ff5,full_recipe__ff5_cw0.5,20,2003,1.195171969866279,0.9310157371957452
full_paper__ff5,full_recipe__ff5_cw0.5,20,2004,1.9554636097547011,1.3237619800159524
full_paper__ff5,full_recipe__ff5_cw0.5,20,2005,1.2779658678361752,0.9689159683295513
full_paper__ff5,full_recipe__ff5_cw0.5,20,2006,-0.18106248480131087,0.5280505058025391
full_paper__ff5,full_recipe__ff5_cw0.5,20,2007,-0.9392150384784627,-1.480487780075485
full_paper__ff5,full_recipe__ff5_cw0.5,20,2008,0.21260050266412556,2.0929789619272703
full_paper__ff5,full_recipe__ff5_cw0.5,20,2009,1.9972038437207125,-0.05513480069339947
full_paper__ff5,full_recipe__ff5_cw0.5,20,2010,-1.2736987036088137,-0.007268146691405137
full_paper__ff5,full_recipe__ff5_cw0.5,20,2011,-0.3063661917245064,-0.9823286764458706
full_paper__ff5,full_recipe__ff5_cw0.5,20,2012,0.9871426218515432,-0.27810074133945617
full_paper__ff5,full_recipe__ff5_cw0.5,20,2013,0.8681955050727355,1.6051567844989016
full_paper__ff5,full_recipe__ff5_cw0.5,20,2014,-0.31280873824882366,0.5436158317154329
full_paper__ff5,full_recipe__ff5_cw0.5,20,2015,0.2661978832010674,0.8174712770508427
full_paper__ff5,full_recipe__ff5_cw0.5,20,2016,0.367939227985696,-0.1398796077206043
full_paper__pca5,full_recipe__pca5_cw0.25,1,2003,5.567805396970223,4.8690461327631365
full_paper__pca5,full_recipe__pca5_cw0.25,1,2004,4.393983055082889,4.0974103961236255
full_paper__pca5,full_recipe__pca5_cw0.25,1,2005,3.3399585340886704,3.531832409661566
full_paper__pca5,full_recipe__pca5_cw0.25,1,2006,5.386259787118238,5.588956365637849
full_paper__pca5,full_recipe__pca5_cw0.25,1,2007,1.5295916310835285,2.1605603584944064
full_paper__pca5,full_recipe__pca5_cw0.25,1,2008,5.432335222185776,5.15526846653154
full_paper__pca5,full_recipe__pca5_cw0.25,1,2009,2.235264030400901,2.0744609789076995
full_paper__pca5,full_recipe__pca5_cw0.25,1,2010,3.0981806740060645,3.337323070799438
full_paper__pca5,full_recipe__pca5_cw0.25,1,2011,3.6682367408679055,3.292965611730176
full_paper__pca5,full_recipe__pca5_cw0.25,1,2012,2.662770754130043,2.4415277741303982
full_paper__pca5,full_recipe__pca5_cw0.25,1,2013,1.204472887004865,1.1350969626983873
full_paper__pca5,full_recipe__pca5_cw0.25,1,2014,0.8448614027245598,1.4560196484255103
full_paper__pca5,full_recipe__pca5_cw0.25,1,2015,0.3106345139583851,-0.5148731031794949
full_paper__pca5,full_recipe__pca5_cw0.25,1,2016,0.44580382786106765,0.44761467913034797
full_paper__pca5,full_recipe__pca5_cw0.25,5,2003,3.656914869265709,2.507982727881761
full_paper__pca5,full_recipe__pca5_cw0.25,5,2004,3.104476689430238,3.0082900473291097
full_paper__pca5,full_recipe__pca5_cw0.25,5,2005,2.8243050252203306,2.8220365820954094
full_paper__pca5,full_recipe__pca5_cw0.25,5,2006,2.2628201364077274,3.212824716372289
full_paper__pca5,full_recipe__pca5_cw0.25,5,2007,1.8068168065103551,2.090490431554002
full_paper__pca5,full_recipe__pca5_cw0.25,5,2008,4.923016192019663,4.544586516618468
full_paper__pca5,full_recipe__pca5_cw0.25,5,2009,0.592679190595763,0.5457366153022638
full_paper__pca5,full_recipe__pca5_cw0.25,5,2010,1.2307347284837438,1.026513092081752
full_paper__pca5,full_recipe__pca5_cw0.25,5,2011,2.300175405343585,1.8722637062962248
full_paper__pca5,full_recipe__pca5_cw0.25,5,2012,2.169652369491075,1.744506354272886
full_paper__pca5,full_recipe__pca5_cw0.25,5,2013,0.44704749833354634,0.9572151886166177
full_paper__pca5,full_recipe__pca5_cw0.25,5,2014,0.9535193896887207,1.2332267858608363
full_paper__pca5,full_recipe__pca5_cw0.25,5,2015,0.010726986136945164,-0.5392348626629316
full_paper__pca5,full_recipe__pca5_cw0.25,5,2016,0.8846863739450441,0.4713185310517047
full_paper__pca5,full_recipe__pca5_cw0.25,20,2003,2.530869547511646,1.1909329300136908
full_paper__pca5,full_recipe__pca5_cw0.25,20,2004,2.5263162967654327,2.501565549279359
full_paper__pca5,full_recipe__pca5_cw0.25,20,2005,1.5435428431386984,0.2378292173756454
full_paper__pca5,full_recipe__pca5_cw0.25,20,2006,0.7717162754197338,2.150177940056397
full_paper__pca5,full_recipe__pca5_cw0.25,20,2007,-0.11826188035500686,0.4464843202395923
full_paper__pca5,full_recipe__pca5_cw0.25,20,2008,3.1798105917106145,2.6404567178771936
full_paper__pca5,full_recipe__pca5_cw0.25,20,2009,-0.6831038286885143,-0.4802282693007539
full_paper__pca5,full_recipe__pca5_cw0.25,20,2010,-0.162793009834802,-0.46621694837391786
full_paper__pca5,full_recipe__pca5_cw0.25,20,2011,1.4227592867644911,1.0889652706463047
full_paper__pca5,full_recipe__pca5_cw0.25,20,2012,1.6627883102251562,1.6201623526590616
full_paper__pca5,full_recipe__pca5_cw0.25,20,2013,1.048821998792139,0.7618594907746733
full_paper__pca5,full_recipe__pca5_cw0.25,20,2014,0.9432713634324381,1.016008042111874
full_paper__pca5,full_recipe__pca5_cw0.25,20,2015,-0.5787737304038274,-1.0045876028209473
full_paper__pca5,full_recipe__pca5_cw0.25,20,2016,1.7628420170856522,0.928431749691794
full_paper__pca5,full_recipe__pca5_cw0.5,1,2003,5.567805396970223,4.604233402123044
full_paper__pca5,full_recipe__pca5_cw0.5,1,2004,4.393983055082889,3.90902961531369
full_paper__pca5,full_recipe__pca5_cw0.5,1,2005,3.3399585340886704,3.4033782061824747
full_paper__pca5,full_recipe__pca5_cw0.5,1,2006,5.386259787118238,5.269400615619457
full_paper__pca5,full_recipe__pca5_cw0.5,1,2007,1.5295916310835285,1.8760085137384932
full_paper__pca5,full_recipe__pca5_cw0.5,1,2008,5.432335222185776,4.736345472706496
full_paper__pca5,full_recipe__pca5_cw0.5,1,2009,2.235264030400901,1.1875696631240094
full_paper__pca5,full_recipe__pca5_cw0.5,1,2010,3.0981806740060645,2.920576542556978
full_paper__pca5,full_recipe__pca5_cw0.5,1,2011,3.6682367408679055,2.1719397364837487
full_paper__pca5,full_recipe__pca5_cw0.5,1,2012,2.662770754130043,1.1067856358338712
full_paper__pca5,full_recipe__pca5_cw0.5,1,2013,1.204472887004865,1.0949713322295256
full_paper__pca5,full_recipe__pca5_cw0.5,1,2014,0.8448614027245598,0.88839131101616
full_paper__pca5,full_recipe__pca5_cw0.5,1,2015,0.3106345139583851,0.2730571084377614
full_paper__pca5,full_recipe__pca5_cw0.5,1,2016,0.44580382786106765,0.020734778830974836
full_paper__pca5,full_recipe__pca5_cw0.5,5,2003,3.656914869265709,2.5196943585200886
full_paper__pca5,full_recipe__pca5_cw0.5,5,2004,3.104476689430238,2.7807382507101943
full_paper__pca5,full_recipe__pca5_cw0.5,5,2005,2.8243050252203306,2.7451817060196584
full_paper__pca5,full_recipe__pca5_cw0.5,5,2006,2.2628201364077274,3.3078595571958025
full_paper__pca5,full_recipe__pca5_cw0.5,5,2007,1.8068168065103551,1.807996845991005
full_paper__pca5,full_recipe__pca5_cw0.5,5,2008,4.923016192019663,3.790442166400889
full_paper__pca5,full_recipe__pca5_cw0.5,5,2009,0.592679190595763,0.09491868593196952
full_paper__pca5,full_recipe__pca5_cw0.5,5,2010,1.2307347284837438,0.7535743474837113
full_paper__pca5,full_recipe__pca5_cw0.5,5,2011,2.300175405343585,1.483426566034478
full_paper__pca5,full_recipe__pca5_cw0.5,5,2012,2.169652369491075,0.47746269334212954
full_paper__pca5,full_recipe__pca5_cw0.5,5,2013,0.44704749833354634,1.2014835521321805
full_paper__pca5,full_recipe__pca5_cw0.5,5,2014,0.9535193896887207,0.4075481916206611
full_paper__pca5,full_recipe__pca5_cw0.5,5,2015,0.010726986136945164,0.47007505320041776
full_paper__pca5,full_recipe__pca5_cw0.5,5,2016,0.8846863739450441,-0.8099612173490582
full_paper__pca5,full_recipe__pca5_cw0.5,20,2003,2.530869547511646,1.121764815682853
full_paper__pca5,full_recipe__pca5_cw0.5,20,2004,2.5263162967654327,2.190332538120629
full_paper__pca5,full_recipe__pca5_cw0.5,20,2005,1.5435428431386984,-0.045519323201719475
full_paper__pca5,full_recipe__pca5_cw0.5,20,2006,0.7717162754197338,2.191812361650121
full_paper__pca5,full_recipe__pca5_cw0.5,20,2007,-0.11826188035500686,0.15472201827956533
full_paper__pca5,full_recipe__pca5_cw0.5,20,2008,3.1798105917106145,2.323405207551551
full_paper__pca5,full_recipe__pca5_cw0.5,20,2009,-0.6831038286885143,-0.7827838938104729
full_paper__pca5,full_recipe__pca5_cw0.5,20,2010,-0.162793009834802,-0.3612076334862382
full_paper__pca5,full_recipe__pca5_cw0.5,20,2011,1.4227592867644911,1.4978245744049297
full_paper__pca5,full_recipe__pca5_cw0.5,20,2012,1.6627883102251562,-0.7400359768992365
full_paper__pca5,full_recipe__pca5_cw0.5,20,2013,1.048821998792139,0.8575337191169659
full_paper__pca5,full_recipe__pca5_cw0.5,20,2014,0.9432713634324381,1.342633570891235
full_paper__pca5,full_recipe__pca5_cw0.5,20,2015,-0.5787737304038274,-0.3990044751474554
full_paper__pca5,full_recipe__pca5_cw0.5,20,2016,1.7628420170856522,-0.9248215956557446
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2003,2.2332538157798374,2.536529954417008
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2004,3.5372925929620935,3.542151826525614
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2005,1.9723712456647537,1.7550199520410057
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2006,-0.8956053292787757,2.4874233479952883
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2007,1.639668979745993,1.5468913396873665
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2008,0.1263961442665529,2.8105871282506545
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2009,1.9899804350654575,1.2190169735820093
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2010,2.6591056146831935,2.389643123895228
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2011,-0.7059115339091947,0.7226542370548119
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2012,1.081812997644585,2.2801522313862717
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2013,0.6049320253732084,1.9876805451923967
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2014,-0.6469348627341649,1.7944834627915462
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2015,0.8998543558419237,1.7112795445674749
full_paper_costs__ff5,full_recipe__ff5_cw0.25,1,2016,0.7504284026163522,0.4255652815785215
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2003,0.6710918030526756,1.0117898476815301
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2004,2.866245269466005,3.683071916653361
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2005,1.9417499742245372,3.430312302046035
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2006,-0.9434296825316049,1.5748257000683492
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2007,0.7407653646995006,0.7999435884131713
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2008,-0.24316499600062946,2.1141281949629627
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2009,2.0322782479056714,0.2625416049689746
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2010,2.502776830863853,0.9934905320162345
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2011,-1.4282800118191514,0.02328744848656174
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2012,1.072315745664765,0.7135144428613525
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2013,1.36839436791342,1.7832007077168277
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2014,-0.7989834327334451,0.18035852589077653
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2015,0.6706428139075493,1.50883890003311
full_paper_costs__ff5,full_recipe__ff5_cw0.25,5,2016,0.8577021059399667,0.5036848673286881
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2003,1.0530863122259322,1.2345424171619295
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2004,1.824475243308399,1.4143610888737215
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2005,1.5869954965185058,0.7688422182472849
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2006,-0.90036428101836,-0.005253960898979664
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2007,0.2669441546190442,-1.129932448818805
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2008,-0.38666232319049126,0.570266919089691
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2009,2.593770130266961,0.9378504754436973
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2010,2.4703336748969753,-0.8180776658259644
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2011,-1.0968256267065748,-1.4563339029594238
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2012,0.6516110241072128,0.8502039078687623
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2013,0.07754831243015686,1.1349642222813652
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2014,-0.6006777764635566,-1.150909310122659
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2015,0.6228677864619897,1.4171085448656267
full_paper_costs__ff5,full_recipe__ff5_cw0.25,20,2016,0.6462365854166442,-0.08081930664338757
full_paper_costs__ff5,full_recipe__ff5_cw0.5,1,2003,2.2332538157798374,2.2465154920047086
